A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q25: Neighbors: Unmarried couples living together,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q65: Confidence: Armed Forces,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q69: Confidence: The Police,Q70: Confidence: Justice System/Courts,Q71: Confidence: The Government,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q153: Aims of country: second choice,Q154: Aims of respondent: first choice,Q155: Aims of respondent: second choice,Q156: Most important: first choice,Q157: Most important: second choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q164: Importance of God
2023,India,IN-UP Uttar Pradesh,Urban,Male,45-54,Hindi,Married,Lower,Lower middle class,Rather important,Not at all important,Very important,Very important,Very important,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree,Agree,Agree,Disagree,Good thing,Don't mind,Good thing,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,Trust somewhat,A great deal,A great deal,None at all,None at all,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot,Not very much,Not very much,Quite a lot,2,2,2,2,2,Economy growth and creating jobs,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Seeing that people have more say about how  are done at their jobs and in their communities,Fighting rising prices,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,Progress toward a less impersonal and more humane  society,9,9,8,6,4
2023,India,IN-WB West Bengal,Rural,Male,16-24,Other,Single,Higher,Lower middle class,Very important,Rather important,Not at all important,Very important,Not very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Agree,Agree,Bad thing,Good thing,Bad thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,Don't know,Quite a lot,Quite a lot,Incomes should be made more equal,Government ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,5,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,Trying to make our cities and countryside more beautiful,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Giving people more say in important government decisions,The fight against crime,Progress toward a less impersonal and more humane  society,Completely agree,6,6,4,Very important
2023,India,IN-BR Bihar,Rural,Female,25-34,Hindi,Single,Higher,Lower middle class,Very important,Very important,Not very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Agree,Disagree,Agree,Bad thing,Good thing,Don't mind,Trust completely,Trust completely,Trust completely,Trust completely,Do not trust very much,Trust somewhat,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,Not very much,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,None at all,9,8,9,7,9,Protecting environment,Yes,Making sure this country has strong defence forces,Seeing that people have more say about how  are done at their jobs and in their communities,Fighting rising prices,Giving people more say in important government decisions,The fight against crime,A stable economy,Completely agree,9,Completely agree,9,Very important
2023,India,IN-WB West Bengal,Rural,Female,25-34,Other,Married,Middle,Working class,Rather important,Rather important,Not at all important,Very important,Rather important,Mentioned,Not mentioned,Don't know,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Agree,Disagree,Agree,Bad thing,Good thing,Don't mind,Trust completely,Trust somewhat,Trust completely,Do not trust very much,Trust somewhat,Trust somewhat,Quite a lot,Not very much,A great deal,A great deal,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,A great deal,A great deal,Quite a lot,3,4,6,2,3,Protecting environment,No,Trying to make our cities and countryside more beautiful,Making sure this country has strong defence forces,Giving people more say in important government decisions,Protecting freedom of speech,Progress toward a less impersonal and more humane society,The fight against crime,Completely agree,Completely agree,9,2,8
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Middle,Upper middle class,Rather important,Rather important,Not at all important,Not very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Strongly disagree,Agree,Bad thing,Good thing,Bad thing,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust at all,None at all,A great deal,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,Not very much,A great deal,A great deal,A great deal,Not very much,9,2,9,9,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,No,A high level of economic growth,Making sure this country has strong defence forces,Fighting rising prices,Maintaining order in the nation,A stable economy,The fight against crime,Completely agree,Don't know,Completely agree,A lot better off,Very important
2023,India,IN-UP Uttar Pradesh,Rural,Female,35-44,Hindi,Married,Lower,Working class,Very important,Very important,Not at all important,Rather important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree strongly,Agree strongly,Good thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust somewhat,Do not trust at all,Do not trust at all,Quite a lot,Quite a lot,Quite a lot,Quite a lot,None at all,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,Not very much,Don't know,There should be greater incentives for individual effort,7,People should take more responsibility to provide for themselves,Competition is good,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,Making sure this country has strong defence forces,Trying to make our cities and countryside more beautiful,Fighting rising prices,Maintaining order in the nation,The fight against crime,Progress toward a society in which Ideas count more than money,Completely agree,Completely agree,Completely agree,A lot better off,Very important
2023,India,IN-UP Uttar Pradesh,Urban,Female,16-24,Hindi,Single,Higher,Lower class,Rather important,Not very important,Not very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad thing,Good thing,Good thing,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Do not trust very much,Don't know,A great deal,A great deal,A great deal,Quite a lot,Don't know,None at all,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,Don't know,Don't know,A great deal,Don't know,Not very much,4,8,4,6,7,Protecting environment,Don't know,A high level of economic growth,Making sure this country has strong defence forces,Fighting rising prices,Maintaining order in the nation,A stable economy,The fight against crime,7,7,4,8,Very important
2023,India,IN-WB West Bengal,Rural,Female,35-44,Bengali; Bangla,Married,Lower,Lower middle class,Very important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Do not trust very much,Do not trust very much,Trust completely,Trust somewhat,Quite a lot,Not very much,Not very much,Not very much,A great deal,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Don't know,A great deal,Don't know,Don't know,6,5,5,3,9,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,A high level of economic growth,Fighting rising prices,Protecting freedom of speech,The fight against crime,The fight against crime,2,3,3,2,7
2023,India,IN-BR Bihar,Urban,Female,25-34,Hindi,Married,Higher,Upper middle class,Not at all important,Rather important,Not at all important,Rather important,Not very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Don't know,Not mentioned,Mentioned,Not mentioned,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Good thing,Bad thing,Don't mind,Trust somewhat,Do not trust at all,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,Quite a lot,None at all,Quite a lot,None at all,Quite a lot,Quite a lot,None at all,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,None at all,Quite a lot,Quite a lot,8,5,8,5,8,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Making sure this country has strong defence forces,Giving people more say in important government decisions,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,Progress toward a less impersonal and more humane  society,6,8,4,8,6
2023,India,IN-WB West Bengal,Rural,Female,45-54,Bengali; Bangla,Married,Lower,Working class,Rather important,Rather important,Not very important,Rather important,Rather important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree,Agree,Agree,Agree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Quite a lot,A great deal,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,None at all,Don't know,Don't know,6,8,8,8,6,Protecting environment,No,Making sure this country has strong defence forces,Making sure this country has strong defence forces,Maintaining order in the nation,Fighting rising prices,Progress toward a less impersonal and more humane society,Progress toward a society in which Ideas count more than money,4,7,7,4,7
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Single,Higher,Lower middle class,Very important,Very important,Very important,Very important,Very important,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Agree,Agree,Disagree,Agree,Disagree,Don't mind,Good thing,Don't mind,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Don't know,A great deal,Quite a lot,Not very much,Quite a lot,A great deal,Quite a lot,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,None at all,8,6,9,7,9,Economy growth and creating jobs,No,A high level of economic growth,Trying to make our cities and countryside more beautiful,Protecting freedom of speech,Protecting freedom of speech,The fight against crime,The fight against crime,9,8,9,9,8
2023,India,IN-WB West Bengal,Rural,Male,65 and more years,Other,Widowed,Lower,Lower class,Not very important,Rather important,Not at all important,Rather important,Very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree,Disagree,Agree,Strongly disagree,Bad thing,Don't mind,Don't mind,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,A great deal,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Quite a lot,Don't know,Don't know,Not very much,A great deal,3,5,5,4,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,A high level of economic growth,Making sure this country has strong defence forces,Fighting rising prices,Maintaining order in the nation,The fight against crime,A stable economy,4,3,6,4,Very important
2023,India,IN-DL Delhi,Urban,Male,45-54,Hindi,Married,Middle,Upper middle class,Not very important,Rather important,Not at all important,Very important,Not at all important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Do not trust at all,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust at all,A great deal,A great deal,Quite a lot,Not very much,None at all,None at all,None at all,Not very much,None at all,Quite a lot,A great deal,Quite a lot,A great deal,A great deal,None at all,Quite a lot,There should be greater incentives for individual effort,Government ownership of business should be increased,8,Competition is good,"In the long run, hard work usually brings a better life",Other answer,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,The fight against crime,Progress toward a society in which Ideas count more than money,Completely agree,Completely agree,Completely agree,A lot better off,8
2023,India,IN-BR Bihar,Urban,Male,16-24,Hindi,Single,Lower,Upper middle class,Not very important,Very important,Not at all important,Very important,Rather important,Mentioned,Mentioned,Don't know,Not mentioned,Don't know,Mentioned,Don't know,Not mentioned,Don't know,Agree strongly,Agree,Strongly disagree,Don't know,Agree,Good thing,Bad thing,Don't mind,Trust completely,Do not trust at all,Trust somewhat,Don't know,Trust somewhat,Do not trust at all,A great deal,None at all,Quite a lot,Don't know,A great deal,Not very much,Quite a lot,None at all,A great deal,Don't know,Quite a lot,Not very much,Quite a lot,None at all,A great deal,Quite a lot,9,5,8,7,7,Economy growth and creating jobs,Yes,A high level of economic growth,A high level of economic growth,Giving people more say in important government decisions,Maintaining order in the nation,A stable economy,Progress toward a less impersonal and more humane  society,8,5,Completely agree,8,9
