A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q25: Neighbors: Unmarried couples living together,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q33: Jobs scarce: Men should have more right to a job than women,Q34: Jobs scarce: Employers should give priority to (nation) people than immigrants,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q65: Confidence: Armed Forces,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q69: Confidence: The Police,Q70: Confidence: Justice System/Courts,Q71: Confidence: The Government,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q154: Aims of respondent: first choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q177: Justifiable: Claiming government benefits to which you are not entitled,Q178: Justifiable: Avoiding a fare on public transport,Q180: Justifiable: Cheating on taxes,Q181: Justifiable: Someone accepting a bribe in the course of their duties,Q182: Justifiable: Homosexuality,Q184: Justifiable: Abortion,Q185: Justifiable: Divorce,Q187: Justifiable: Suicide,Q189: Justifiable: For a man to beat his wife,Q235: Political system: Having a strong leader who does not have to bother with parliament and elections,"Q236: Political system: Having experts, not government, make decisions according to what they think is best for the country",Q237: Political system: Having the army rule,Q238: Political system: Having a democratic political system,Q241: Democracy: Governments tax the rich and subsidize the poor,Q242: Democracy: Religious authorities interpret the laws,Q243: Democracy: People choose their leaders in free elections,Q244: Democracy: People receive state aid for unemployment,Q245: Democracy: The army takes over when government is incompetent,Q246: Democracy: Civil rights protect people’s liberty against oppression,Q249: Democracy: Women have the same rights as men,Q250: Importance of democracy,Q251: How democratically is this country being governed today,Q253: Respect for individual human rights nowadays,Q254: National pride
2018,Iraq,IQ-KI Kirkuk,Urban,Female,65 and more years,Turkmen,Widowed,Lower,Working class,Very important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Do not trust very much,Do not trust very much,None at all,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,None at all,None at all,None at all,A great deal,A great deal,A great deal,A great deal,A great deal,None at all,Incomes should be made more equal,9,9,Competition is good,9,Protecting environment,No,A high level of economic growth,Giving people more say in important government decisions,9,8,8,9,Never justifiable,8,Never justifiable,Never justifiable,No answer,Never justifiable,9,8,Never justifiable,Very good,Very good,Very bad,Fairly good,8,Not an essential characteristic of democracy,An essential characteristic of democracy,9,8,8,Not an essential characteristic of democracy,8,7,No respect at all,Very proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,25-34,Kurdish; Yezidi,Married,Middle,Lower middle class,Very important,Rather important,Not at all important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree,Strongly disagree,Agree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Don't mind,Good thing,Do not trust very much,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust at all,Not very much,None at all,None at all,None at all,Not very much,Not very much,Not very much,Not very much,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,8,6,People should take more responsibility to provide for themselves,8,8,Economy growth and creating jobs,No,Making sure this country has strong defence forces,Giving people more say in important government decisions,5,7,Completely disagree,7,3,2,4,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Very bad,Fairly bad,Very good,Fairly good,8,8,8,An essential characteristic of democracy,8,9,6,5,5,No respect at all,Not very proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Male,35-44,Kurdish; Yezidi,Single,Higher,Lower middle class,Rather important,Not very important,Not very important,Very important,Very important,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree,Agree,Agree strongly,Good thing,Don't mind,Don't mind,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust at all,None at all,None at all,None at all,None at all,None at all,Quite a lot,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,Quite a lot,Not very much,None at all,3,7,7,4,6,Protecting environment,No,A high level of economic growth,Fighting rising prices,6,9,7,A lot better off,4,8,6,Always justifiable,4,5,4,3,Never justifiable,Very bad,Very bad,Fairly good,Very good,5,7,9,8,5,8,5,8,8,Not much respect,Not very proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,16-24,Kurdish; Yezidi,Married,Higher,Working class,Rather important,Rather important,Not very important,Very important,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Good thing,Don't mind,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust at all,Don't know,Quite a lot,Quite a lot,None at all,None at all,Not very much,Quite a lot,Quite a lot,None at all,None at all,Quite a lot,Quite a lot,None at all,None at all,None at all,Not very much,Not very much,4,7,9,6,2,Protecting environment,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,7,3,Completely disagree,8,4,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,5,Never justifiable,3,Very bad,Fairly bad,Fairly good,Fairly bad,7,8,7,9,7,9,6,9,6,Not much respect,Quite proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,25-34,Kurdish; Yezidi,Married,Middle,Lower middle class,Very important,Rather important,Rather important,Very important,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree,Disagree,Agree strongly,No answer,Agree,Agree strongly,Bad thing,Bad thing,Don't mind,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust at all,Not very much,Not very much,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,A great deal,None at all,8,5,People should take more responsibility to provide for themselves,Competition is harmful,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Giving people more say in important government decisions,Completely disagree,Completely disagree,Completely disagree,2,4,2,2,Never justifiable,6,7,6,5,6,Very bad,Fairly bad,Fairly good,Fairly bad,3,6,7,An essential characteristic of democracy,An essential characteristic of democracy,9,An essential characteristic of democracy,Absolutely important,7,No respect at all,Not very proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Male,35-44,Kurdish; Yezidi,Married,Higher,Lower middle class,Rather important,Rather important,Rather important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree strongly,Strongly disagree,Strongly disagree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Don't mind,Bad thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust at all,Quite a lot,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Quite a lot,None at all,None at all,Quite a lot,A great deal,There should be greater incentives for individual effort,Private ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is harmful,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,No,A high level of economic growth,Fighting rising prices,Completely agree,8,2,6,6,2,7,3,Never justifiable,2,4,3,Never justifiable,Very bad,Very bad,Fairly good,Very good,4,3,An essential characteristic of democracy,9,9,7,9,Absolutely important,Not at all democratic,No respect at all,Not at all proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Male,25-34,Kurdish; Yezidi,Single,Higher,Lower class,Rather important,Very important,Very important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Don't know,Don't know,A great deal,Quite a lot,None at all,Quite a lot,Not very much,A great deal,A great deal,None at all,None at all,Quite a lot,A great deal,None at all,A great deal,None at all,Not very much,A great deal,9,5,7,9,7,Other answer,Yes,Trying to make our cities and countryside more beautiful,Fighting rising prices,7,6,2,7,2,2,3,Never justifiable,2,6,7,3,2,Very bad,Fairly bad,Fairly good,Very good,5,2,9,6,9,8,9,9,2,No respect at all,Very proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,25-34,Kurdish; Yezidi,Married,Higher,Lower class,Rather important,Very important,Not very important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree strongly,Agree,Bad thing,Good thing,Good thing,Trust completely,Do not trust very much,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust at all,A great deal,Quite a lot,None at all,None at all,None at all,A great deal,Quite a lot,None at all,None at all,A great deal,A great deal,Quite a lot,Not very much,A great deal,Quite a lot,Quite a lot,4,5,9,9,7,Protecting environment,Yes,Making sure this country has strong defence forces,Protecting freedom of speech,9,6,2,9,2,2,3,Never justifiable,Never justifiable,5,5,Never justifiable,Never justifiable,Very bad,Very bad,Fairly good,Very good,9,6,9,9,8,9,9,9,3,No respect at all,Quite proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,25-34,Kurdish; Yezidi,Married,Higher,Lower middle class,Rather important,Very important,Not at all important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Strongly disagree,Strongly disagree,Agree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Bad thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust very much,Quite a lot,None at all,None at all,None at all,None at all,None at all,Quite a lot,None at all,None at all,Quite a lot,A great deal,Not very much,Quite a lot,None at all,A great deal,A great deal,There should be greater incentives for individual effort,3,8,9,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,9,Completely agree,2,9,4,2,2,2,Never justifiable,5,6,2,2,Very bad,Very bad,Fairly good,Very good,6,3,9,9,9,9,9,9,3,No respect at all,Quite proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,35-44,Kurdish; Yezidi,Married,Higher,Working class,Rather important,Rather important,Not at all important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree,Disagree,Strongly disagree,Agree,Agree strongly,Agree,Bad thing,Don't mind,Good thing,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,None at all,Not very much,None at all,Not very much,Not very much,Not very much,Not very much,Not very much,None at all,Not very much,None at all,6,6,4,Competition is harmful,8,Economy growth and creating jobs,No,Making sure this country has strong defence forces,Fighting rising prices,6,6,2,A lot better off,3,6,5,5,5,5,3,3,4,Fairly Bad,Fairly bad,Fairly good,Fairly bad,4,6,6,5,8,An essential characteristic of democracy,6,5,6,No respect at all,Not very proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,25-34,Kurdish; Yezidi,Married,Higher,Working class,Rather important,Rather important,Not at all important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree,Strongly disagree,Disagree,Strongly disagree,Agree strongly,Agree strongly,Don't mind,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,A great deal,Not very much,Not very much,Quite a lot,None at all,Not very much,None at all,None at all,None at all,Not very much,None at all,None at all,Quite a lot,Not very much,Quite a lot,A great deal,There should be greater incentives for individual effort,8,7,8,3,Economy growth and creating jobs,Yes,A high level of economic growth,Fighting rising prices,6,6,Completely disagree,7,4,4,3,4,4,6,4,4,4,Fairly good,Fairly bad,Very bad,Fairly bad,6,9,7,6,7,7,6,6,7,No respect at all,Not very proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,25-34,Kurdish; Yezidi,Married,Middle,Working class,Rather important,Rather important,Not at all important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree strongly,Agree strongly,Bad thing,Don't mind,Good thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust very much,A great deal,Not very much,Quite a lot,None at all,None at all,Quite a lot,None at all,None at all,None at all,None at all,Quite a lot,None at all,None at all,None at all,None at all,Not very much,7,6,9,5,6,Economy growth and creating jobs,No,A high level of economic growth,Fighting rising prices,7,7,Completely disagree,6,Never justifiable,5,5,5,7,5,5,4,4,Very bad,Fairly good,Fairly good,Very bad,6,6,5,7,8,9,9,8,4,No respect at all,Not at all proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,25-34,Kurdish; Yezidi,Married,Higher,Lower middle class,Very important,Rather important,Rather important,Very important,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree,Strongly disagree,Agree strongly,Disagree,Agree,Agree strongly,Bad thing,Bad thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust very much,Not very much,Not very much,Not very much,Not very much,None at all,Not very much,Not very much,None at all,Not very much,None at all,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,None at all,7,5,People should take more responsibility to provide for themselves,8,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,A high level of economic growth,Giving people more say in important government decisions,3,3,2,4,3,4,3,3,3,5,4,3,3,Very bad,Very bad,Fairly bad,Very bad,3,7,7,9,An essential characteristic of democracy,8,9,9,5,No respect at all,Quite proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Female,25-34,Kurdish; Yezidi,Married,Higher,Lower middle class,Very important,Rather important,Not at all important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Don't mind,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust at all,Not very much,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Not very much,Not very much,8,9,9,9,8,Economy growth and creating jobs,No,A high level of economic growth,Maintaining order in the nation,7,9,Completely disagree,8,2,2,2,2,2,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly Bad,Very bad,Fairly good,Fairly bad,8,8,8,9,8,8,8,8,8,No respect at all,Not at all proud
2018,Iraq,IQ-SU As Sulaymaniyah,Urban,Male,16-24,Kurdish; Yezidi,Single,Middle,Lower middle class,Rather important,Rather important,Not very important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust at all,Not very much,None at all,None at all,None at all,None at all,None at all,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Quite a lot,9,8,8,9,8,Economy growth and creating jobs,Yes,A high level of economic growth,Fighting rising prices,8,8,Completely disagree,8,2,2,2,2,2,3,2,2,2,Very bad,Very bad,Fairly good,Very bad,9,8,8,7,8,8,8,8,9,Not much respect,Not very proud
